URI,TrackName,ArtistURI,ArtistName,ArtistPopularity,ArtistGenres,Album,TrackPopularity,Explicit,ReleaseDate,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
spotify:track:4FYWOYqOF9lbb1JcZFDT67,Cool for the Summer - Sped Up (Nightcore),spotify:artist:6S2OmqARrzebs0tKUEyXyp,Demi Lovato,78,"['pop', 'post-teen pop']",Cool for the Summer [Sped Up (Nightcore)],68,True,2022-04-01,0.561,0.599,2,-8.209,0,0.0749,0.00751,0.000701,0.316,0.264,125.874,audio_features,4FYWOYqOF9lbb1JcZFDT67,spotify:track:4FYWOYqOF9lbb1JcZFDT67,https://api.spotify.com/v1/tracks/4FYWOYqOF9lbb1JcZFDT67,https://api.spotify.com/v1/audio-analysis/4FYWOYqOF9lbb1JcZFDT67,191913,4
spotify:track:1yVBxI8TaIL86Rrmah83fd,The Ballet Girl,spotify:artist:54NKhABnyGAvbek0n63TAu,Aden Foyer,58,[],The Ballet Girl,7,False,2022-10-21,0.694,0.816,1,-4.741,1,0.0293,0.0796,1.17e-06,0.103,0.601,118.036,audio_features,1yVBxI8TaIL86Rrmah83fd,spotify:track:1yVBxI8TaIL86Rrmah83fd,https://api.spotify.com/v1/tracks/1yVBxI8TaIL86Rrmah83fd,https://api.spotify.com/v1/audio-analysis/1yVBxI8TaIL86Rrmah83fd,201425,4
spotify:track:75FEaRjZTKLhTrFGsfMUXR,Running Up That Hill (A Deal With God),spotify:artist:1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,67,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",Hounds Of Love,20,False,1985,0.629,0.547,10,-13.123,0,0.055,0.72,0.00314,0.0604,0.197,108.375,audio_features,75FEaRjZTKLhTrFGsfMUXR,spotify:track:75FEaRjZTKLhTrFGsfMUXR,https://api.spotify.com/v1/tracks/75FEaRjZTKLhTrFGsfMUXR,https://api.spotify.com/v1/audio-analysis/75FEaRjZTKLhTrFGsfMUXR,298933,4
spotify:track:6potEImiklXkwD9qFzpu15,Forever,spotify:artist:2feDdbD5araYcm6JhFHHw7,Labrinth,78,"['indie poptimism', 'pop']",Euphoria (Original Score from the HBO Series),72,False,2019-10-04,0.563,0.459,4,-7.781,0,0.0292,0.92,0.724,0.11,0.197,79.983,audio_features,6potEImiklXkwD9qFzpu15,spotify:track:6potEImiklXkwD9qFzpu15,https://api.spotify.com/v1/tracks/6potEImiklXkwD9qFzpu15,https://api.spotify.com/v1/audio-analysis/6potEImiklXkwD9qFzpu15,202536,4
spotify:track:6pod2VRHVTven17Da0uZHi,Them Changes - Sped Up,spotify:artist:4frXpPxQQZwbCu3eTGnZEw,Thundercat,70,"['afrofuturism', 'indie soul']",Them Changes (Sped Up),64,False,2022-10-06,0.815,0.658,2,-7.811,1,0.0464,0.557,0.322,0.114,0.871,114.326,audio_features,6pod2VRHVTven17Da0uZHi,spotify:track:6pod2VRHVTven17Da0uZHi,https://api.spotify.com/v1/tracks/6pod2VRHVTven17Da0uZHi,https://api.spotify.com/v1/audio-analysis/6pod2VRHVTven17Da0uZHi,135116,4
spotify:track:3yvLIEK8n9vf5ONBmz2zSn,Believe,spotify:artist:7hCqyACD0kK0tkcGvtE0mw,Soulrstar,10,[],Something Real,27,False,2022-05-27,0.63,0.586,11,-6.954,1,0.0559,0.291,0.0,0.0796,0.185,150.043,audio_features,3yvLIEK8n9vf5ONBmz2zSn,spotify:track:3yvLIEK8n9vf5ONBmz2zSn,https://api.spotify.com/v1/tracks/3yvLIEK8n9vf5ONBmz2zSn,https://api.spotify.com/v1/audio-analysis/3yvLIEK8n9vf5ONBmz2zSn,157533,4
spotify:track:2IAR0DziHCjSu16gR4ihvy,Nothing,spotify:artist:0hDjKSKjl1DC7ovYTDJHe8,Bruno Major,66,['singer-songwriter pop'],To Let A Good Thing Die,2,False,2020-06-05,0.555,0.27,2,-15.892,1,0.0884,0.931,0.536,0.103,0.274,139.691,audio_features,2IAR0DziHCjSu16gR4ihvy,spotify:track:2IAR0DziHCjSu16gR4ihvy,https://api.spotify.com/v1/tracks/2IAR0DziHCjSu16gR4ihvy,https://api.spotify.com/v1/audio-analysis/2IAR0DziHCjSu16gR4ihvy,162797,3
spotify:track:7fSM2taFBEB1WNZl8AOIoo,Detox,spotify:artist:5f7VJjfbwm532GiveGC0ZK,Lil Baby,86,"['atl hip hop', 'atl trap', 'rap', 'trap']",Detox,62,True,2022-09-02,0.845,0.503,1,-7.021,1,0.334,0.027,0.0,0.116,0.416,147.031,audio_features,7fSM2taFBEB1WNZl8AOIoo,spotify:track:7fSM2taFBEB1WNZl8AOIoo,https://api.spotify.com/v1/tracks/7fSM2taFBEB1WNZl8AOIoo,https://api.spotify.com/v1/audio-analysis/7fSM2taFBEB1WNZl8AOIoo,161637,4
spotify:track:3BrWLBC4WYx393yRUOlTih,Meet Me At Our Spot - Live,spotify:artist:64H8UqGLbJFHwKtGxiV8OP,THE ANXIETY,58,['modern alternative pop'],Meet Me At Our Spot (Live),62,True,2021-10-22,0.694,0.475,2,-7.035,1,0.0345,0.159,3.9e-06,0.103,0.391,94.987,audio_features,3BrWLBC4WYx393yRUOlTih,spotify:track:3BrWLBC4WYx393yRUOlTih,https://api.spotify.com/v1/tracks/3BrWLBC4WYx393yRUOlTih,https://api.spotify.com/v1/audio-analysis/3BrWLBC4WYx393yRUOlTih,147829,4
spotify:track:1ZgMsA55GIY7ICkQh5MILA,Space Song,spotify:artist:56ZTgzPBDge0OvCGgMO3OY,Beach House,71,"['art pop', 'baltimore indie', 'dream pop', 'dreamo', 'indie pop', 'indie rock', 'indietronica', 'modern dream pop']",Depression Cherry,78,False,2015-08-28,0.507,0.79,0,-7.307,0,0.0294,0.233,0.139,0.145,0.6,147.065,audio_features,1ZgMsA55GIY7ICkQh5MILA,spotify:track:1ZgMsA55GIY7ICkQh5MILA,https://api.spotify.com/v1/tracks/1ZgMsA55GIY7ICkQh5MILA,https://api.spotify.com/v1/audio-analysis/1ZgMsA55GIY7ICkQh5MILA,320467,4
spotify:track:7BuaeXicQGwAu81DKKAAq6,Pound for Pound,spotify:artist:7Mn0qZmog3Ly85wAfdYDXd,BROCKWELL,14,[],Pound for Pound,29,True,2023-05-12,0.662,0.512,4,-11.199,1,0.0586,0.598,0.0,0.215,0.273,83.493,audio_features,7BuaeXicQGwAu81DKKAAq6,spotify:track:7BuaeXicQGwAu81DKKAAq6,https://api.spotify.com/v1/tracks/7BuaeXicQGwAu81DKKAAq6,https://api.spotify.com/v1/audio-analysis/7BuaeXicQGwAu81DKKAAq6,156287,4
spotify:track:751srcHf5tUqcEa9pRCQwP,Tek It,spotify:artist:581C5Qwl87TskfBEzuoisu,Cafuné,64,"['brooklyn indie', 'sped up']",Running,76,False,2021-07-20,0.423,0.913,8,-5.354,1,0.0655,6.53e-05,0.0,0.269,0.596,146.995,audio_features,751srcHf5tUqcEa9pRCQwP,spotify:track:751srcHf5tUqcEa9pRCQwP,https://api.spotify.com/v1/tracks/751srcHf5tUqcEa9pRCQwP,https://api.spotify.com/v1/audio-analysis/751srcHf5tUqcEa9pRCQwP,191823,4
spotify:track:6f7jHMkHBJ9HVat7wjfkOr,L$d,spotify:artist:6ehZYiWgZXXxjTbziiKj60,Luclover,40,['rage rap'],Deaf 2 Society,58,True,2022-04-22,0.863,0.348,3,-17.432,0,0.515,0.144,0.0,0.11,0.899,130.117,audio_features,6f7jHMkHBJ9HVat7wjfkOr,spotify:track:6f7jHMkHBJ9HVat7wjfkOr,https://api.spotify.com/v1/tracks/6f7jHMkHBJ9HVat7wjfkOr,https://api.spotify.com/v1/audio-analysis/6f7jHMkHBJ9HVat7wjfkOr,103440,4
spotify:track:2lDODk7inZnmUHbIjUnIwP,Running Away,spotify:artist:770glnH67Mk4u2D41sxAhx,VANO 3000,50,[],Running Away,15,False,2021-06-21,0.58,0.696,7,-10.91,1,0.0408,0.66,0.852,0.145,0.721,93.688,audio_features,2lDODk7inZnmUHbIjUnIwP,spotify:track:2lDODk7inZnmUHbIjUnIwP,https://api.spotify.com/v1/tracks/2lDODk7inZnmUHbIjUnIwP,https://api.spotify.com/v1/audio-analysis/2lDODk7inZnmUHbIjUnIwP,111787,4
spotify:track:4nK5YrxbMGZstTLbvj6Gxw,Supalonely,spotify:artist:0Cp8WN4V8Tu4QJQwCN5Md4,BENEE,64,"['alt z', 'nz pop']",STELLA & STEVE,70,True,2019-11-15,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977,audio_features,4nK5YrxbMGZstTLbvj6Gxw,spotify:track:4nK5YrxbMGZstTLbvj6Gxw,https://api.spotify.com/v1/tracks/4nK5YrxbMGZstTLbvj6Gxw,https://api.spotify.com/v1/audio-analysis/4nK5YrxbMGZstTLbvj6Gxw,223480,4
spotify:track:1ojBtNRMzjL7ptLPZCzfRz,Thinking with My Dick (feat. Juicy J),spotify:artist:1gPhS1zisyXr5dHTYZyiMe,Kevin Gates,72,"['baton rouge rap', 'rap', 'southern hip hop', 'trap']",Stranger Than Fiction,66,True,2013-07-16,0.77,0.699,0,-6.59,1,0.199,0.0596,1.65e-05,0.17,0.696,81.003,audio_features,1ojBtNRMzjL7ptLPZCzfRz,spotify:track:1ojBtNRMzjL7ptLPZCzfRz,https://api.spotify.com/v1/tracks/1ojBtNRMzjL7ptLPZCzfRz,https://api.spotify.com/v1/audio-analysis/1ojBtNRMzjL7ptLPZCzfRz,165315,4
spotify:track:0O6u0VJ46W86TxN9wgyqDj,I Like You (A Happier Song) (with Doja Cat),spotify:artist:246dkjvS1zLTtiykXe5h60,Post Malone,89,"['dfw rap', 'melodic rap', 'pop', 'rap']",Twelve Carat Toothache,86,True,2022-06-03,0.733,0.67,5,-6.009,1,0.0751,0.121,0.0,0.121,0.472,100.964,audio_features,0O6u0VJ46W86TxN9wgyqDj,spotify:track:0O6u0VJ46W86TxN9wgyqDj,https://api.spotify.com/v1/tracks/0O6u0VJ46W86TxN9wgyqDj,https://api.spotify.com/v1/audio-analysis/0O6u0VJ46W86TxN9wgyqDj,192841,4
spotify:track:0y60itmpH0aPKsFiGxmtnh,Wait a Minute!,spotify:artist:3rWZHrfrsPBxVy692yAIxF,WILLOW,70,"['afrofuturism', 'pop', 'post-teen pop', 'pov: indie']",ARDIPITHECUS,81,False,2015-01-11,0.764,0.705,3,-5.279,0,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,audio_features,0y60itmpH0aPKsFiGxmtnh,spotify:track:0y60itmpH0aPKsFiGxmtnh,https://api.spotify.com/v1/tracks/0y60itmpH0aPKsFiGxmtnh,https://api.spotify.com/v1/audio-analysis/0y60itmpH0aPKsFiGxmtnh,196520,4
spotify:track:1evpoKNVsbUkDabYOgKJOQ,Love Is Not in Our Plans,spotify:artist:2qVqwg1Og0U9C6acXfR3qd,Austin Stacy,6,[],Love Is Not in Our Plans,16,True,2023-09-18,0.898,0.619,5,-4.825,0,0.0355,0.194,0.301,0.071,0.922,105.044,audio_features,1evpoKNVsbUkDabYOgKJOQ,spotify:track:1evpoKNVsbUkDabYOgKJOQ,https://api.spotify.com/v1/tracks/1evpoKNVsbUkDabYOgKJOQ,https://api.spotify.com/v1/audio-analysis/1evpoKNVsbUkDabYOgKJOQ,73500,4
spotify:track:2GiJYvgVaD2HtM8GqD9EgQ,Electric Love,spotify:artist:1KP6TWI40m7p3QBTU6u2xo,BØRNS,67,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pov: indie']",Dopamine,81,False,2015-10-16,0.611,0.797,6,-7.627,0,0.0533,0.00543,0.00137,0.26,0.518,120.041,audio_features,2GiJYvgVaD2HtM8GqD9EgQ,spotify:track:2GiJYvgVaD2HtM8GqD9EgQ,https://api.spotify.com/v1/tracks/2GiJYvgVaD2HtM8GqD9EgQ,https://api.spotify.com/v1/audio-analysis/2GiJYvgVaD2HtM8GqD9EgQ,218107,4
spotify:track:0DGTcMqvVR7fmBXgiG6jz4,Just A Cloud Away,spotify:artist:2RdwBSPQiwcmiDo9kixcl8,Pharrell Williams,78,"['dance pop', 'pop']",Just A Cloud Away,66,False,2013,0.89,0.46,2,-8.155,1,0.0359,0.432,0.0,0.11,0.677,112.555,audio_features,0DGTcMqvVR7fmBXgiG6jz4,spotify:track:0DGTcMqvVR7fmBXgiG6jz4,https://api.spotify.com/v1/tracks/0DGTcMqvVR7fmBXgiG6jz4,https://api.spotify.com/v1/audio-analysis/0DGTcMqvVR7fmBXgiG6jz4,176078,3
spotify:track:3AVXwaOGCEL8cmBecfcsFJ,Light Switch,spotify:artist:6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,81,"['pop', 'viral pop']",Light Switch (Instrumental),66,False,2022-01-19,0.69,0.626,6,-5.693,1,0.306,0.105,0.000335,0.0881,0.912,184.009,audio_features,3AVXwaOGCEL8cmBecfcsFJ,spotify:track:3AVXwaOGCEL8cmBecfcsFJ,https://api.spotify.com/v1/tracks/3AVXwaOGCEL8cmBecfcsFJ,https://api.spotify.com/v1/audio-analysis/3AVXwaOGCEL8cmBecfcsFJ,185681,4
spotify:track:6SCJiS8fAWC5VzRpMEiHxV,Only Love Can Hurt Like This - Sped Up Version,spotify:artist:4fwuXg6XQHfdlOdmw36OHa,Paloma Faith,66,"['british soul', 'talent show', 'uk pop']",Only Love Can Hurt Like This (Sped Up Version),63,False,2022-08-05,0.668,0.982,9,-4.754,1,0.0911,0.152,0.00613,0.0784,0.691,127.504,audio_features,6SCJiS8fAWC5VzRpMEiHxV,spotify:track:6SCJiS8fAWC5VzRpMEiHxV,https://api.spotify.com/v1/tracks/6SCJiS8fAWC5VzRpMEiHxV,https://api.spotify.com/v1/audio-analysis/6SCJiS8fAWC5VzRpMEiHxV,165686,4
spotify:track:2t16D9V5FmmRAJjsSpwvZf,When I R.I.P.,spotify:artist:2feDdbD5araYcm6JhFHHw7,Labrinth,78,"['indie poptimism', 'pop']",Euphoria (Original Score from the HBO Series),71,True,2019-10-04,0.417,0.551,8,-6.456,0,0.174,0.73,0.00166,0.0907,0.444,87.614,audio_features,2t16D9V5FmmRAJjsSpwvZf,spotify:track:2t16D9V5FmmRAJjsSpwvZf,https://api.spotify.com/v1/tracks/2t16D9V5FmmRAJjsSpwvZf,https://api.spotify.com/v1/audio-analysis/2t16D9V5FmmRAJjsSpwvZf,174568,4
spotify:track:2vXKRlJBXyOcvZYTdNeckS,Lost in the Fire (feat. The Weeknd),spotify:artist:3hteYQFiMFbJY7wS0xDymP,Gesaffelstein,72,['dark clubbing'],Hyperion,84,True,2019-03-08,0.658,0.671,2,-12.21,1,0.0363,0.0933,0.000927,0.115,0.166,100.966,audio_features,2vXKRlJBXyOcvZYTdNeckS,spotify:track:2vXKRlJBXyOcvZYTdNeckS,https://api.spotify.com/v1/tracks/2vXKRlJBXyOcvZYTdNeckS,https://api.spotify.com/v1/audio-analysis/2vXKRlJBXyOcvZYTdNeckS,202093,4
spotify:track:1SC5rEoYDGUK4NfG82494W,MONTERO (Call Me By Your Name),spotify:artist:7jVv8c5Fj3E9VhNjxT4snq,Lil Nas X,76,['lgbtq+ hip hop'],MONTERO,79,True,2021-09-17,0.593,0.503,8,-6.725,0,0.22,0.293,0.0,0.405,0.71,178.781,audio_features,1SC5rEoYDGUK4NfG82494W,spotify:track:1SC5rEoYDGUK4NfG82494W,https://api.spotify.com/v1/tracks/1SC5rEoYDGUK4NfG82494W,https://api.spotify.com/v1/audio-analysis/1SC5rEoYDGUK4NfG82494W,137704,4
spotify:track:48q0vSHcJdhK3IiXH8C5WJ,Why'd You Only Call Me When You're High?,spotify:artist:7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,85,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",AM,0,False,2013-01-01,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,audio_features,48q0vSHcJdhK3IiXH8C5WJ,spotify:track:48q0vSHcJdhK3IiXH8C5WJ,https://api.spotify.com/v1/tracks/48q0vSHcJdhK3IiXH8C5WJ,https://api.spotify.com/v1/audio-analysis/48q0vSHcJdhK3IiXH8C5WJ,161124,4
spotify:track:2IlT65thKQQw248mhk2PjQ,JACKIE BROWN,spotify:artist:3tlXnStJ1fFhdScmQeLpuG,Brent Faiyaz,82,"['r&b', 'rap']",WASTELAND,82,True,2022-07-08,0.726,0.353,10,-10.273,1,0.105,0.65,0.002,0.224,0.503,137.66,audio_features,2IlT65thKQQw248mhk2PjQ,spotify:track:2IlT65thKQQw248mhk2PjQ,https://api.spotify.com/v1/tracks/2IlT65thKQQw248mhk2PjQ,https://api.spotify.com/v1/audio-analysis/2IlT65thKQQw248mhk2PjQ,169014,4
spotify:track:4pV6Kx1T9L49PBFwH1g8ca,Aces,spotify:artist:5FU1KYJheed7LZIM2r6KrE,dkj,53,[],Aces,71,False,2022-11-25,0.602,0.537,10,-11.389,0,0.0332,0.00118,0.947,0.289,0.428,139.94,audio_features,4pV6Kx1T9L49PBFwH1g8ca,spotify:track:4pV6Kx1T9L49PBFwH1g8ca,https://api.spotify.com/v1/tracks/4pV6Kx1T9L49PBFwH1g8ca,https://api.spotify.com/v1/audio-analysis/4pV6Kx1T9L49PBFwH1g8ca,122250,4
spotify:track:4kXxEhuatrvwrTQycA7s9B,BIZCOCHITO,spotify:artist:7ltDVBr6mKbRvohxheJ9h1,ROSALÍA,81,"['latin viral pop', 'pop', 'r&b en espanol']",MOTOMAMI,72,True,2022-03-18,0.93,0.774,1,-4.203,1,0.0744,0.605,0.0238,0.12,0.781,116.972,audio_features,4kXxEhuatrvwrTQycA7s9B,spotify:track:4kXxEhuatrvwrTQycA7s9B,https://api.spotify.com/v1/tracks/4kXxEhuatrvwrTQycA7s9B,https://api.spotify.com/v1/audio-analysis/4kXxEhuatrvwrTQycA7s9B,109120,4
spotify:track:3yMC1KsTwh0ceXdIe4QQAQ,Fingers Crossed,spotify:artist:79AyR6ATpj2LTPxfb6FX50,Lauren Spencer Smith,70,"['alt z', 'gen z singer-songwriter']",Fingers Crossed,70,False,2022-01-05,0.56,0.473,5,-7.23,1,0.0533,0.618,0.0,0.31,0.441,109.414,audio_features,3yMC1KsTwh0ceXdIe4QQAQ,spotify:track:3yMC1KsTwh0ceXdIe4QQAQ,https://api.spotify.com/v1/tracks/3yMC1KsTwh0ceXdIe4QQAQ,https://api.spotify.com/v1/audio-analysis/3yMC1KsTwh0ceXdIe4QQAQ,175345,4
spotify:track:0sTlGEld0h8kIPZaKDYUf4,Notion,spotify:artist:1QfpRUtH14JLoY6F6AYmwt,The Rare Occasions,64,['la indie'],Notion,82,False,2021-12-02,0.309,0.883,9,-3.825,1,0.0808,0.0673,0.00111,0.0849,0.312,159.488,audio_features,0sTlGEld0h8kIPZaKDYUf4,spotify:track:0sTlGEld0h8kIPZaKDYUf4,https://api.spotify.com/v1/tracks/0sTlGEld0h8kIPZaKDYUf4,https://api.spotify.com/v1/audio-analysis/0sTlGEld0h8kIPZaKDYUf4,195121,4
spotify:track:0W6I02J9xcqK8MtSeosEXb,Get Into It (Yuh),spotify:artist:5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,89,"['dance pop', 'pop']",Planet Her,77,True,2021-06-25,0.912,0.655,8,-6.029,0,0.162,0.315,3.39e-05,0.0894,0.793,91.942,audio_features,0W6I02J9xcqK8MtSeosEXb,spotify:track:0W6I02J9xcqK8MtSeosEXb,https://api.spotify.com/v1/tracks/0W6I02J9xcqK8MtSeosEXb,https://api.spotify.com/v1/audio-analysis/0W6I02J9xcqK8MtSeosEXb,138293,4
spotify:track:15iXvMt4bYvp1xfIscveRW,It's Corn,spotify:artist:2knWnzQWhtUg9J3zVsEYm8,Tariq,38,['meme'],It's Corn,58,False,2022-08-28,0.724,0.904,4,-4.188,0,0.0254,0.00398,3.38e-06,0.136,0.714,101.986,audio_features,15iXvMt4bYvp1xfIscveRW,spotify:track:15iXvMt4bYvp1xfIscveRW,https://api.spotify.com/v1/tracks/15iXvMt4bYvp1xfIscveRW,https://api.spotify.com/v1/audio-analysis/15iXvMt4bYvp1xfIscveRW,167733,4
